,age,display_name,dleague_flag,first_name,height,last_name,position,roster_status,season_exp,team_id,team_name,weight,attempt_RA,attempt_corner_3,attempt_mid,attempt_non_corner_3,attempt_paint,made_RA,made_corner_3,made_mid,made_non_corner_3,made_paint,ast,blk,blk_a,dreb,fta,ftm,gp,min_game,oreb,pf,pfd,reb,stl,tov,d_fga_mid,d_fga_overall,d_fga_paint,d_fga_perim,d_fga_threes,d_fgm_mid,d_fgm_overall,d_fgm_paint,d_fgm_perim,d_fgm_threes,d_freq_mid,d_freq_paint,d_freq_perim,d_freq_threes,dreb_pos,oreb_pos,pos
1626204,8726,Larry Nance Jr.,N,Larry,81,Nance Jr.,Forward,Active,1,1610612747,Lakers,230,148,5,103,5,39,100,1,40,0,17,0.7,0.4,0.3,3.3,0.7,0.5,63.0,20.1,1.6,2.0,0.9,5.0,0.9,0.7,1.28,6.7,2.44,2.98,1.87,0.48,3.06,1.56,1.02,0.62,0.19,0.365,0.445,0.28,0.082,0.039,2474.24
1626209,7941,Mario Hezonja,N,Mario,80,Hezonja,Guard-Forward,Active,1,1610612753,Magic,218,91,36,104,156,31,59,15,44,52,11,1.4,0.2,0.2,1.9,0.7,0.6,79.0,17.9,0.4,1.6,0.7,2.2,0.5,1.2,1.12,6.23,1.72,3.39,2.43,0.4,2.89,1.19,1.3,0.91,0.181,0.275,0.544,0.39,0.051,0.01,2600.34
1626210,8699,Alan Williams,N,Alan,80,Williams,Forward-Center,Active,1,1610612756,Suns,260,18,0,2,0,4,8,0,1,0,1,0.5,0.5,0.3,2.4,1.4,0.9,10.0,6.8,1.4,1.5,1.2,3.8,0.4,0.6,1.0,5.0,2.43,1.57,1.0,0.42,2.14,0.86,0.86,0.43,0.2,0.486,0.314,0.2,0.157,0.091,100.12
1626214,8859,Bryce Dejean-Jones,Y,Bryce,0,Dejean-Jones,,Inactive,0,0,,0,22,6,13,26,2,10,2,6,10,0,1.1,0.1,0.4,2.9,1.5,0.8,14.0,19.9,0.6,1.2,1.3,3.4,0.7,0.8,0.76,6.42,2.33,3.33,2.5,0.42,3.17,1.17,1.58,1.33,0.117,0.364,0.519,0.39,0.071,0.014,471.644
1626242,8631,Luis Montero,Y,Luis,79,Montero,Guard,Active,1,1610612757,Trail Blazers,185,4,1,5,8,1,2,0,2,1,0,0.1,0.0,0.2,0.3,0.3,0.3,12.0,3.5,0.0,0.1,0.3,0.3,0.0,0.3,0.33,1.5,0.17,1.0,0.5,0.16,1.0,0.17,0.67,0.33,0.222,0.111,0.667,0.333,0.048,0.0,84.204
1626245,8904,Cristiano Felicio,Y,Cristiano,81,Felicio,Forward-Center,Active,1,1610612741,Bulls,266,46,0,18,4,4,30,0,10,0,0,0.8,0.4,0.2,2.3,1.1,0.8,31.0,10.3,1.0,1.0,0.7,3.3,0.2,0.4,1.06,4.71,2.29,1.36,0.61,0.36,1.75,0.93,0.46,0.25,0.227,0.485,0.288,0.129,0.11,0.046,582.016
1626246,10326,Boban Marjanovic,Y,Boban,87,Marjanovic,Center,Active,1,1610612765,Pistons,290,91,0,36,0,47,65,0,16,0,24,0.4,0.4,0.2,2.2,2.1,1.6,54.0,9.4,1.4,1.0,1.5,3.6,0.2,0.5,1.11,4.94,2.3,1.53,0.74,0.48,2.09,1.06,0.55,0.26,0.224,0.466,0.31,0.151,0.123,0.074,782.224
1626251,9120,Duje Dukan,Y,Duje,81,Dukan,Forward,Active,1,1610612758,Kings,220,0,2,4,3,1,0,0,0,2,0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,24.2,2.0,2.0,0.0,4.0,1.0,0.0,0.0,10.0,4.0,6.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.4,0.6,0.5,0.038,0.038,17.88
1626253,8888,Axel Toupane,Y,Axel,79,Toupane,Guard-Forward,Active,1,1610612743,Nuggets,210,16,40,12,0,2,9,13,3,0,0,0.7,0.3,0.0,1.1,0.8,0.6,21.0,14.5,0.4,1.9,0.6,1.5,0.3,0.3,0.9,5.62,1.24,3.48,2.19,0.24,2.43,0.86,1.33,0.86,0.161,0.22,0.619,0.39,0.037,0.013,579.648
1626254,8923,Maurice Ndour,N,Maurice,81,Ndour,Forward,Active,0,1610612752,Knicks,200,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1626257,11118,Salah Mejri,Y,Salah,86,Mejri,Center,Active,1,1610612742,Mavericks,245,70,0,2,1,5,48,0,0,0,1,0.3,1.1,0.4,2.4,1.4,0.8,34.0,11.7,1.2,1.6,1.3,3.6,0.2,0.7,1.1,6.0,3.13,1.77,0.9,0.52,2.65,1.48,0.65,0.29,0.182,0.522,0.296,0.151,0.105,0.052,668.36
1626262,8907,Coty Clarke,Y,Coty,0,Clarke,,Inactive,0,0,,0,1,1,1,1,0,0,1,0,1,0,0.0,0.0,0.0,0.3,0.0,0.0,3.0,1.9,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,9.88
1626266,8994,JJ O'Brien,Y,JJ,0,O'Brien,,Inactive,1,0,,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,3.1,0.0,0.5,0.0,0.5,0.5,0.0,,2.0,,2.0,1.0,,1.0,,1.0,0.0,,,1.0,0.5,0.077,0.0,9.0
1626273,12235,Marcelo Huertas,N,Marcelo,75,Huertas,Guard,Active,1,1610612747,Lakers,200,58,10,57,51,54,31,1,24,15,26,3.4,0.1,0.3,1.4,0.5,0.5,53.0,16.4,0.3,1.4,0.6,1.7,0.5,1.5,1.11,5.84,1.18,3.55,2.16,0.46,2.67,0.88,1.33,0.69,0.192,0.201,0.607,0.369,0.041,0.01,1647.452
1626780,10607,Jonathan Gibson,N,Jonathan,74,Gibson,Guard,Active,0,1610612742,Mavericks,185,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627098,10118,Malcolm Delaney,N,Malcolm,75,Delaney,Guard,Active,0,1610612737,Hawks,190,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627293,10700,Alex Stepheson,Y,Alex,0,Stepheson,,Inactive,0,0,,0,17,0,2,0,8,7,0,1,0,1,0.3,0.6,0.8,1.1,1.5,0.5,8.0,9.0,2.4,1.5,1.0,3.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.125,75.0
1627362,8729,Briante Weber,Y,Briante,74,Weber,Guard,Active,1,1610612748,Heat,165,4,0,16,5,14,3,0,7,0,4,3.0,0.4,0.3,2.4,0.6,0.4,7.0,24.1,1.1,1.7,1.1,3.6,1.3,1.3,2.5,10.83,2.0,6.33,5.17,1.5,5.67,1.67,2.5,2.0,0.23,0.185,0.585,0.477,0.049,0.023,241.144
1627732,7430,Ben Simmons,N,Ben,82,Simmons,Forward,Active,0,1610612755,76ers,240,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627733,6945,Dragan Bender,N,Dragan,85,Bender,Forward,Active,0,1610612756,Suns,225,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627734,7508,Domantas Sabonis,N,Domantas,83,Sabonis,Forward,Active,0,1610612760,Thunder,240,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627735,7543,Wade Baldwin,N,Wade,76,Baldwin,Guard,Active,0,1610612763,Grizzlies,202,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627736,7301,Malik Beasley,N,Malik,77,Beasley,Guard,Active,0,1610612743,Nuggets,196,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627737,7083,Marquese Chriss,N,Marquese,82,Chriss,Forward,Active,0,1610612756,Suns,233,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627738,7295,Deyonta Davis,N,Deyonta,82,Davis,Forward,Active,0,1610612763,Grizzlies,240,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627739,8285,Kris Dunn,N,Kris,76,Dunn,Guard,Active,0,1610612750,Timberwolves,205,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627740,7253,Henry Ellenson,Y,Henry,83,Ellenson,Forward,Active,0,1610612765,Pistons,245,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627741,8376,Buddy Hield,N,Buddy,76,Hield,Guard,Active,0,1610612740,Pelicans,214,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627742,7021,Brandon Ingram,N,Brandon,81,Ingram,Forward,Active,0,1610612747,Lakers,190,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627743,8112,Demetrius Jackson,Y,Demetrius,73,Jackson,Guard,Active,0,1610612738,Celtics,201,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627744,8184,Brice Johnson,N,Brice,82,Johnson,Forward,Active,0,1610612746,Clippers,230,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627745,7816,Damian Jones,N,Damian,84,Jones,Center,Active,0,1610612744,Warriors,245,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627746,7554,Skal Labissiere,Y,Skal,83,Labissiere,Forward-Center,Active,0,1610612758,Kings,225,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627747,8125,Caris LeVert,N,Caris,79,LeVert,Guard-Forward,Active,0,1610612751,Nets,203,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627748,7210,Thon Maker,N,Thon,85,Maker,Forward-Center,Active,0,1610612749,Bucks,223,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627749,7369,Dejounte Murray,Y,Dejounte,77,Murray,Guard,Active,0,1610612759,Spurs,170,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627750,7212,Jamal Murray,N,Jamal,76,Murray,Guard,Active,0,1610612743,Nuggets,207,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627751,7709,Jakob Poeltl,N,Jakob,84,Poeltl,Center,Active,0,1610612761,Raptors,230,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627752,8281,Taurean Prince,N,Taurean,80,Prince,Forward,Active,0,1610612737,Hawks,220,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627754,7225,Diamond Stone,Y,Diamond,83,Stone,Center,Active,0,1610612746,Clippers,255,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627755,7627,Tyler Ulis,N,Tyler,70,Ulis,Guard,Active,0,1610612756,Suns,150,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627756,8407,Denzel Valentine,N,Denzel,78,Valentine,Guard,Active,0,1610612741,Bulls,212,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627757,7379,Stephen Zimmerman,N,Stephen,84,Zimmerman,Center,Active,0,1610612753,Magic,240,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627758,8638,Ron Baker,Y,Ron,76,Baker,Guard,Active,0,1610612752,Knicks,220,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627759,7334,Jaylen Brown,N,Jaylen,79,Brown,Forward,Active,0,1610612738,Celtics,225,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627761,8177,DeAndre Bembry,N,DeAndre,78,Bembry,Forward-Guard,Active,0,1610612737,Hawks,210,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627762,8334,Joel Bolomboy,Y,Joel,81,Bolomboy,Forward,Active,0,1610612762,Jazz,235,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627763,8747,Malcolm Brogdon,N,Malcolm,77,Brogdon,Guard,Active,0,1610612749,Bucks,215,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627767,7375,Cheick Diallo,Y,Cheick,81,Diallo,Forward,Active,0,1610612740,Pelicans,220,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627770,7909,Kay Felder,N,Kay,69,Felder,Guard,Active,0,1610612739,Cavaliers,176,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627771,8936,Michael Gbinije,Y,Michael,79,Gbinije,Guard-Forward,Active,0,1610612765,Pistons,200,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627773,8853,AJ Hammons,Y,AJ,84,Hammons,Center,Active,0,1610612742,Mavericks,260,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627774,8296,Jake Layman,N,Jake,81,Layman,Forward,Active,0,1610612757,Trail Blazers,210,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627775,7699,Patrick McCaw,N,Patrick,79,McCaw,Guard,Active,0,1610612744,Warriors,185,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627777,8559,Georges Niang,N,Georges,80,Niang,Forward,Active,0,1610612754,Pacers,230,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627778,7326,Chinanu Onuaku,Y,Chinanu,82,Onuaku,Forward-Center,Active,0,1610612745,Rockets,245,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627781,7627,Malachi Richardson,Y,Malachi,78,Richardson,Guard,Active,0,1610612758,Kings,205,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627783,8270,Pascal Siakam,N,Pascal,81,Siakam,Forward,Active,0,1610612761,Raptors,230,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627785,7930,Isaiah Whitehead,N,Isaiah,76,Whitehead,Guard,Active,0,1610612751,Nets,213,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627786,7998,Troy Williams,N,Troy,79,Williams,Forward,Active,0,1610612763,Grizzlies,210,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627787,8799,Kyle Wiltjer,Y,Kyle,82,Wiltjer,Forward,Active,0,1610612745,Rockets,240,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627789,7868,Timothe Luwawu,Y,Timothe,78,Luwawu,Guard-Forward,Active,0,1610612755,76ers,205,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627812,8598,Yogi Ferrell,N,Yogi,72,Ferrell,Guard,Active,0,1610612751,Nets,180,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627815,8737,Sheldon McClellan,N,Sheldon,78,McClellan,Guard-Forward,Active,0,1610612764,Wizards,200,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627817,8062,Tim Quarterman,N,Tim,78,Quarterman,Guard,Active,0,1610612757,Trail Blazers,190,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627823,7726,Juan Hernangomez,N,Juan,81,Hernangomez,Forward,Active,0,1610612743,Nuggets,230,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627826,7189,Ivica Zubac,Y,Ivica,85,Zubac,Center,Active,0,1610612747,Lakers,240,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627827,8603,Dorian Finney-Smith,N,Dorian,80,Finney-Smith,Forward,Active,0,1610612742,Mavericks,220,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627832,8306,Fred VanVleet,Y,Fred,72,VanVleet,Guard,Active,0,1610612761,Raptors,195,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627834,7082,Georgios Papagiannis,Y,Georgios,85,Papagiannis,Center,Active,0,1610612758,Kings,240,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
